Crash ID,State,Date,Day,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day
20182062,Vic,5-1-2018 22:00,Thursday,Single,No,No,No,80,Motorcycle rider,Male,19,Major Cities of Australia,Monash,National or State Highway,No,No,17_to_25,Weekday,Night
20184045,SA,5-1-2018 23:00,Wednesday,Single,No,No,No,10,Pedal cyclist,Male,41,Inner Regional Australia,Barossa,Local Road,No,No,40_to_64,Weekday,Night
20181312,NSW & ACT,5-1-2018 23:00,Friday,Single,No,No,No,50,Pedestrian,Male,27,Inner Regional Australia,Shoalhaven,National or State Highway,No,No,26_to_39,Weekend,Night
20182150,Vic,5-1-2018 23:00,Wednesday,Multiple,No,No,No,80,Motorcycle rider,Male,32,Major Cities of Australia,Casey,National or State Highway,No,No,26_to_39,Weekday,Night
20181167,NSW & ACT,5-1-2018 23:00,Wednesday,Single,No,No,No,60,Driver,Male,19,Major Cities of Australia,Wollongong,National or State Highway,No,No,17_to_25,Weekday,Night
20181154,NSW & ACT,5-1-2018 23:00,Sunday,Single,No,No,No,100,Driver,Male,18,Outer Regional Australia,Bellingen,Arterial Road,No,No,17_to_25,Weekend,Night
20183197,Qld,4-1-2018 0:00,Sunday,Single,No,No,No,100,Driver,Male,45,Inner Regional Australia,Somerset,Sub-Arterial Road,No,No,40_to_64,Weekend,Night
20185023,WA,4-1-2018 0:00,Wednesday,Single,No,No,No,50,Passenger,Male,23,Inner Regional Australia,Boddington,Arterial Road,No,No,17_to_25,Weekday,Night
20181020,NSW & ACT,4-1-2018 0:00,Friday,Single,No,No,No,50,Passenger,Male,34,Inner Regional Australia,Port Stephens,Sub-Arterial Road,No,No,26_to_39,Weekday,Night
20181020,NSW & ACT,4-1-2018 0:00,Friday,Single,No,No,No,50,Passenger,Male,29,Inner Regional Australia,Port Stephens,Sub-Arterial Road,No,No,26_to_39,Weekday,Night
20183047,Qld,4-1-2018 1:00,Saturday,Single,No,No,No,110,Passenger,Male,16,Outer Regional Australia,Goondiwindi,National or State Highway,No,No,0_to_16,Weekend,Night
20183047,Qld,4-1-2018 1:00,Saturday,Single,No,No,No,110,Driver,Male,17,Outer Regional Australia,Goondiwindi,National or State Highway,No,No,17_to_25,Weekend,Night
20182011,Vic,4-1-2018 1:00,Saturday,Multiple,No,No,No,80,Passenger,Male,38,Major Cities of Australia,Knox,Arterial Road,No,No,26_to_39,Weekend,Night
20182011,Vic,4-1-2018 1:00,Saturday,Multiple,No,No,No,80,Driver,Female,32,Major Cities of Australia,Knox,Arterial Road,No,No,26_to_39,Weekend,Night
20181047,NSW & ACT,4-1-2018 1:00,Thursday,Multiple,No,Yes,No,60,Driver,Male,17,Major Cities of Australia,Hornsby,Collector Road,No,No,17_to_25,Weekday,Night
20181063,NSW & ACT,4-1-2018 1:00,Tuesday,Single,No,No,No,110,Motorcycle rider,Male,38,Major Cities of Australia,Penrith,National or State Highway,No,No,26_to_39,Weekday,Night
20181088,NSW & ACT,4-1-2018 3:00,Saturday,Single,No,No,No,50,Driver,Male,24,Major Cities of Australia,Central Coast (NSW),Collector Road,No,No,17_to_25,Weekend,Night
20181141,NSW & ACT,4-1-2018 3:00,Wednesday,Multiple,No,No,Yes,110,Driver,Male,32,Outer Regional Australia,Murrumbidgee,National or State Highway,No,No,26_to_39,Weekday,Night
20183016,Qld,4-1-2018 4:00,Sunday,Single,No,No,No,60,Driver,Male,56,Inner Regional Australia,Scenic Rim,Collector Road,No,No,40_to_64,Weekend,Night
20184032,SA,4-1-2018 5:00,Monday,Multiple,No,Yes,Yes,110,Driver,Male,36,Outer Regional Australia,Loxton Waikerie,National or State Highway,No,No,26_to_39,Weekend,Night
20181007,NSW & ACT,4-1-2018 5:00,Tuesday,Multiple,No,Yes,Yes,60,Driver,Male,53,Major Cities of Australia,Canterbury-Bankstown,Arterial Road,No,No,40_to_64,Weekday,Night
20185066,WA,4-1-2018 5:00,Saturday,Single,No,No,No,110,Passenger,Male,19,Remote Australia,Lake Grace,Arterial Road,No,No,17_to_25,Weekend,Night
20185066,WA,4-1-2018 5:00,Saturday,Single,No,No,No,110,Driver,Male,27,Remote Australia,Lake Grace,Arterial Road,No,No,26_to_39,Weekend,Night
20183006,Qld,4-1-2018 6:00,Tuesday,Single,No,No,No,20,Pedal cyclist,Male,65,Major Cities of Australia,Brisbane,Access Road,No,No,65_to_74,Weekday,Day
20181065,NSW & ACT,4-1-2018 7:00,Tuesday,Single,No,No,No,60,Driver,Male,70,Major Cities of Australia,The Hills,Arterial Road,No,No,65_to_74,Weekday,Day
20181081,NSW & ACT,4-1-2018 7:00,Friday,Single,No,No,No,50,Pedestrian,Male,79,Major Cities of Australia,Georges River,Local Road,No,No,75_or_older,Weekday,Day
20183183,Qld,4-1-2018 8:00,Monday,Multiple,No,No,No,100,Driver,Female,63,Inner Regional Australia,Lockyer Valley,Local Road,No,No,40_to_64,Weekday,Day
20184046,SA,4-1-2018 8:00,Saturday,Single,No,No,No,110,Driver,Female,37,Outer Regional Australia,Naracoorte Lucindale,National or State Highway,No,No,26_to_39,Weekend,Day
20187020,NT,4-1-2018 9:00,Saturday,Single,No,No,No,110,Driver,Male,28,Very Remote Australia,Barkly,Access Road,No,No,26_to_39,Weekend,Day
20188009,NSW & ACT,4-1-2018 9:00,Saturday,Multiple,No,No,No,80,Pedal cyclist,Female,63,Major Cities of Australia,Unincorporated ACT,Local Road,No,No,40_to_64,Weekend,Day
20181249,NSW & ACT,4-1-2018 9:00,Saturday,Multiple,No,No,No,60,Passenger,Male,94,Major Cities of Australia,Ku-ring-gai,Local Road,No,No,75_or_older,Weekend,Day
20181208,NSW & ACT,4-1-2018 9:00,Wednesday,Single,No,No,No,50,Pedestrian,Male,84,Inner Regional Australia,Shoalhaven,Local Road,No,No,75_or_older,Weekday,Day
20182104,Vic,4-1-2018 9:00,Thursday,Multiple,No,No,Yes,100,Driver,Female,56,Inner Regional Australia,Greater Bendigo,National or State Highway,No,No,40_to_64,Weekday,Day
20181172,NSW & ACT,4-1-2018 9:00,Sunday,Single,No,No,No,100,Driver,Male,54,Inner Regional Australia,Yass Valley,Sub-Arterial Road,No,No,40_to_64,Weekend,Day
20181143,NSW & ACT,4-1-2018 9:00,Monday,Single,No,No,No,100,Driver,Male,19,Outer Regional Australia,Junee,Sub-Arterial Road,No,No,17_to_25,Weekday,Day
20181301,NSW & ACT,4-1-2018 10:00,Saturday,Multiple,No,No,No,80,Motorcycle rider,Male,57,Inner Regional Australia,Snowy Monaro,National or State Highway,No,No,40_to_64,Weekend,Day
20181109,NSW & ACT,4-1-2018 10:00,Friday,Single,No,No,No,50,Pedestrian,Male,85,Major Cities of Australia,Ku-ring-gai,Local Road,No,No,75_or_older,Weekday,Day
20182052,Vic,4-1-2018 10:00,Wednesday,Multiple,No,No,No,100,Motorcycle rider,Male,51,Inner Regional Australia,Colac Otway,Sub-Arterial Road,No,No,40_to_64,Weekday,Day
20185117,WA,4-1-2018 10:00,Sunday,Multiple,No,No,No,110,Motorcycle rider,Male,59,Very Remote Australia,Karratha,National or State Highway,No,No,40_to_64,Weekend,Day
20185064,WA,4-1-2018 11:00,Monday,Single,No,No,No,110,Passenger,Female,1,Remote Australia,Greater Geraldton,National or State Highway,No,No,0_to_16,Weekday,Day
20183222,Qld,4-1-2018 11:00,Tuesday,Single,No,No,No,100,Driver,Female,64,Outer Regional Australia,South Burnett,National or State Highway,No,No,40_to_64,Weekday,Day
20181068,NSW & ACT,4-1-2018 11:00,Wednesday,Multiple,No,No,Yes,60,Driver,Male,48,Inner Regional Australia,Lismore,National or State Highway,No,No,40_to_64,Weekday,Day
20181199,NSW & ACT,4-1-2018 11:00,Wednesday,Single,No,No,No,100,Motorcycle rider,Male,67,Outer Regional Australia,Bathurst,Arterial Road,No,No,65_to_74,Weekday,Day
20185047,WA,4-1-2018 11:00,Sunday,Single,No,No,No,110,Motorcycle rider,Male,64,Inner Regional Australia,Gingin,Arterial Road,No,No,40_to_64,Weekend,Day
20185039,WA,4-1-2018 11:00,Wednesday,Multiple,No,No,Yes,110,Passenger,Female,35,Outer Regional Australia,Dandaragan,National or State Highway,No,No,26_to_39,Weekday,Day
20185039,WA,4-1-2018 11:00,Wednesday,Multiple,No,No,Yes,110,Driver,Male,38,Outer Regional Australia,Dandaragan,National or State Highway,No,No,26_to_39,Weekday,Day
20181040,NSW & ACT,4-1-2018 11:00,Sunday,Multiple,No,No,No,80,Motorcycle rider,Male,83,Major Cities of Australia,Blue Mountains,Sub-Arterial Road,No,No,75_or_older,Weekend,Day
20185136,WA,4-1-2018 11:00,Sunday,Multiple,No,No,No,50,Driver,Male,86,Major Cities of Australia,Kalamunda,Arterial Road,No,Yes,75_or_older,Weekend,Day
20185063,WA,4-1-2018 12:00,Monday,Multiple,No,No,No,110,Motorcycle rider,Male,36,Outer Regional Australia,Williams,National or State Highway,No,Yes,26_to_39,Weekday,Day
20184069,SA,4-1-2018 12:00,Sunday,Single,No,No,No,100,Driver,Female,52,Inner Regional Australia,Alexandrina,Local Road,No,No,40_to_64,Weekend,Day
20187011,NT,4-1-2018 12:00,Sunday,Single,No,No,No,110,Driver,Male,65,Remote Australia,Victoria Daly,Arterial Road,No,Yes,65_to_74,Weekend,Day
20184019,SA,4-1-2018 12:00,Monday,Single,No,Yes,No,110,Driver,Male,61,Outer Regional Australia,Naracoorte Lucindale,Arterial Road,No,No,40_to_64,Weekday,Day
20182140,Vic,4-1-2018 13:00,Thursday,Single,No,No,No,80,Pedestrian,Female,59,Major Cities of Australia,Greater Dandenong,National or State Highway,No,No,40_to_64,Weekday,Day
20185042,WA,4-1-2018 13:00,Thursday,Single,No,No,No,110,Driver,Male,74,Very Remote Australia,Dundas,National or State Highway,No,No,65_to_74,Weekday,Day
20181069,NSW & ACT,4-1-2018 13:00,Friday,Multiple,No,No,No,60,Motorcycle rider,Male,43,Major Cities of Australia,Lake Macquarie,Collector Road,No,No,40_to_64,Weekday,Day
20181102,NSW & ACT,4-1-2018 13:00,Tuesday,Single,No,No,Yes,100,Passenger,Female,63,Outer Regional Australia,Leeton,Arterial Road,No,No,40_to_64,Weekday,Day
20183176,Qld,4-1-2018 14:00,Monday,Single,No,No,No,60,Driver,Female,54,Outer Regional Australia,Cairns,Collector Road,No,No,40_to_64,Weekday,Day
20183135,Qld,4-1-2018 14:00,Sunday,Single,No,No,No,60,Motorcycle rider,Male,36,Inner Regional Australia,Sunshine Coast,Access Road,No,No,26_to_39,Weekend,Day
20181248,NSW & ACT,4-1-2018 14:00,Saturday,Single,No,No,No,60,Pedestrian,Female,61,Major Cities of Australia,Ryde,Arterial Road,No,No,40_to_64,Weekend,Day
20185073,WA,4-1-2018 15:00,Wednesday,Multiple,No,No,No,60,Motorcycle rider,Male,25,Major Cities of Australia,Mundaring,Arterial Road,No,No,17_to_25,Weekday,Day
20184003,SA,4-1-2018 15:00,Friday,Multiple,No,No,No,100,Passenger,Female,70,Remote Australia,Kangaroo Island,Collector Road,No,No,65_to_74,Weekday,Day
20181238,NSW & ACT,4-1-2018 15:00,Sunday,Single,No,No,No,100,Motorcycle rider,Male,62,Very Remote Australia,Bourke,Arterial Road,No,No,40_to_64,Weekend,Day
20181132,NSW & ACT,4-1-2018 15:00,Sunday,Single,No,No,No,100,Passenger,Male,84,Inner Regional Australia,Greater Hume,Arterial Road,No,Yes,75_or_older,Weekend,Day
20181061,NSW & ACT,4-1-2018 15:00,Thursday,Single,No,No,No,100,Pedestrian,Male,82,Major Cities of Australia,Wollongong,National or State Highway,No,No,75_or_older,Weekday,Day
20183186,Qld,4-1-2018 16:00,Friday,Single,No,No,No,80,Driver,Male,72,Inner Regional Australia,Gold Coast,Sub-Arterial Road,No,No,65_to_74,Weekday,Day
20185077,WA,4-1-2018 16:00,Wednesday,Multiple,No,No,No,70,Motorcycle rider,Male,23,Major Cities of Australia,Canning,Local Road,No,No,17_to_25,Weekday,Day
20182058,Vic,4-1-2018 16:00,Monday,Multiple,No,No,No,50,Driver,Male,89,Major Cities of Australia,Whittlesea,National or State Highway,No,No,75_or_older,Weekday,Day
20182048,Vic,4-1-2018 16:00,Sunday,Single,No,No,No,60,Pedestrian,Female,68,Major Cities of Australia,Hume,Collector Road,No,No,65_to_74,Weekend,Day
20185102,WA,4-1-2018 16:00,Friday,Multiple,No,No,No,60,Motorcycle rider,Male,62,Major Cities of Australia,Cockburn,Arterial Road,No,No,40_to_64,Weekday,Day
20181186,NSW & ACT,4-1-2018 16:00,Friday,Multiple,No,No,No,80,Driver,Female,19,Inner Regional Australia,The Hills,Arterial Road,No,No,17_to_25,Weekday,Day
20183130,Qld,4-1-2018 17:00,Monday,Single,No,No,No,60,Pedestrian,Male,59,Major Cities of Australia,Noosa,Sub-Arterial Road,No,No,40_to_64,Weekday,Day
20183002,Qld,4-1-2018 17:00,Sunday,Single,No,No,No,70,Motorcycle rider,Male,31,Major Cities of Australia,Ipswich,Sub-Arterial Road,No,No,26_to_39,Weekend,Day
20185040,WA,4-1-2018 17:00,Thursday,Multiple,No,No,No,80,Passenger,Female,51,Major Cities of Australia,Armadale,National or State Highway,No,No,40_to_64,Weekday,Day
20182197,Vic,4-1-2018 17:00,Monday,Single,No,No,No,110,Driver,Male,40,Inner Regional Australia,Benalla,National or State Highway,No,No,40_to_64,Weekday,Day
20183098,Qld,4-1-2018 18:00,Tuesday,Multiple,Yes,No,No,100,Driver,Male,41,Remote Australia,Central Highlands (Qld),Collector Road,No,No,40_to_64,Weekday,Night
20185082,WA,4-1-2018 18:00,Friday,Multiple,No,No,No,100,Other/Unknown,Male,0,Major Cities of Australia,Cockburn,National or State Highway,No,No,0_to_16,Weekend,Night
20186016,Tas,4-1-2018 18:00,Sunday,Multiple,No,No,No,50,Motorcycle rider,Male,20,Inner Regional Australia,Glenorchy,Sub-Arterial Road,No,No,17_to_25,Weekend,Night
20182006,Vic,4-1-2018 18:00,Wednesday,Single,No,No,No,50,Pedestrian,Female,92,Major Cities of Australia,Brimbank,Collector Road,No,No,75_or_older,Weekday,Night
20184026,SA,4-1-2018 18:00,Monday,Multiple,No,No,No,110,Passenger,Female,26,Very Remote Australia,Unincorporated SA,National or State Highway,No,No,26_to_39,Weekday,Night
20185019,WA,4-1-2018 18:00,Tuesday,Multiple,No,No,No,70,Motorcycle rider,Male,27,Major Cities of Australia,Melville,National or State Highway,No,No,26_to_39,Weekday,Night
20181087,NSW & ACT,4-1-2018 18:00,Monday,Multiple,No,No,No,100,Passenger,Male,18,Outer Regional Australia,Narrabri,National or State Highway,No,Yes,17_to_25,Weekday,Night
20181307,NSW & ACT,4-1-2018 18:00,Sunday,Single,No,No,No,50,Passenger,Male,24,Inner Regional Australia,Federation,Local Road,No,No,17_to_25,Weekend,Night
20181307,NSW & ACT,4-1-2018 18:00,Sunday,Single,No,No,No,50,Driver,Male,24,Inner Regional Australia,Federation,Local Road,No,No,17_to_25,Weekend,Night
20183042,Qld,4-1-2018 19:00,Sunday,Single,No,No,No,60,Driver,Male,24,Inner Regional Australia,Somerset,Sub-Arterial Road,No,Yes,17_to_25,Weekend,Night
20181321,NSW & ACT,4-1-2018 19:00,Sunday,Multiple,No,No,No,100,Passenger,Female,68,Inner Regional Australia,Greater Hume,Sub-Arterial Road,No,No,65_to_74,Weekend,Night
20181321,NSW & ACT,4-1-2018 19:00,Sunday,Multiple,No,No,No,100,Driver,Male,70,Inner Regional Australia,Greater Hume,Sub-Arterial Road,No,No,65_to_74,Weekend,Night
20185026,WA,4-1-2018 19:00,Friday,Single,No,No,No,110,Driver,Male,28,Outer Regional Australia,Wongan-Ballidu,Arterial Road,No,No,26_to_39,Weekend,Night
20183177,Qld,4-1-2018 20:00,Wednesday,Single,No,No,No,100,Driver,Male,19,Remote Australia,Central Highlands (Qld),Sub-Arterial Road,No,No,17_to_25,Weekday,Night
20181100,NSW & ACT,4-1-2018 20:00,Friday,Single,No,No,No,100,Driver,Male,43,Outer Regional Australia,Glen Innes Severn,National or State Highway,No,No,40_to_64,Weekend,Night
20184068,SA,4-1-2018 22:00,Sunday,Single,No,No,No,60,Driver,Female,22,Major Cities of Australia,Marion,Sub-Arterial Road,No,No,17_to_25,Weekend,Night
20183041,Qld,4-1-2018 22:00,Monday,Single,No,No,No,80,Pedestrian,Male,33,Major Cities of Australia,Gold Coast,Sub-Arterial Road,No,No,26_to_39,Weekday,Night
20185017,WA,4-1-2018 22:00,Sunday,Single,No,No,No,Unknown,Passenger,Male,18,Inner Regional Australia,Murray,Local Road,No,No,17_to_25,Weekend,Night
20187023,NT,4-1-2018 22:00,Thursday,Single,No,No,No,110,Driver,Male,35,Very Remote Australia,MacDonnell,Sub-Arterial Road,No,No,26_to_39,Weekday,Night
20185141,WA,4-1-2018 23:00,Friday,Single,No,No,No,100,Passenger,Male,0,Major Cities of Australia,Rockingham,National or State Highway,No,No,0_to_16,Weekend,Night
20183032,Qld,3-1-2018 0:00,Saturday,Single,No,No,No,100,Passenger,Male,16,Major Cities of Australia,Logan,Sub-Arterial Road,No,No,0_to_16,Weekend,Night
20181030,NSW & ACT,3-1-2018 1:00,Wednesday,Single,No,No,No,80,Passenger,Male,30,Inner Regional Australia,Cessnock,Sub-Arterial Road,No,No,26_to_39,Weekday,Night
20182061,Vic,3-1-2018 1:00,Saturday,Single,No,No,No,100,Driver,Male,66,Inner Regional Australia,Yarra Ranges,Arterial Road,No,No,65_to_74,Weekend,Night
20181094,NSW & ACT,3-1-2018 1:00,Sunday,Single,No,No,No,80,Driver,Female,24,Major Cities of Australia,Tweed,Sub-Arterial Road,No,No,17_to_25,Weekend,Night
20183170,Qld,3-1-2018 2:00,Saturday,Single,No,No,No,60,Passenger,Male,19,Remote Australia,Redland,Access Road,No,No,17_to_25,Weekend,Night
20187008,NT,3-1-2018 2:00,Saturday,Single,No,No,No,60,Driver,Female,18,Remote Australia,Alice Springs,Sub-Arterial Road,No,No,17_to_25,Weekend,Night
20182138,Vic,3-1-2018 2:00,Saturday,Single,No,No,No,40,Pedestrian,Male,62,Major Cities of Australia,Hume,Local Road,No,No,40_to_64,Weekend,Night
20181139,NSW & ACT,3-1-2018 2:00,Saturday,Single,No,No,No,50,Driver,Male,35,Inner Regional Australia,Tamworth,Local Road,No,No,26_to_39,Weekend,Night
20183163,Qld,3-1-2018 3:00,Sunday,Multiple,No,No,No,60,Driver,Female,26,Major Cities of Australia,Logan,Local Road,No,No,26_to_39,Weekend,Night
20183079,Qld,3-1-2018 3:00,Sunday,Single,No,No,No,100,Passenger,Male,23,Remote Australia,Western Downs,Local Road,No,No,17_to_25,Weekend,Night
20183079,Qld,3-1-2018 3:00,Sunday,Single,No,No,No,100,Driver,Male,49,Remote Australia,Western Downs,Local Road,No,No,40_to_64,Weekend,Night
20185137,WA,3-1-2018 3:00,Sunday,Single,No,No,No,50,Driver,Male,21,Major Cities of Australia,Vincent,Arterial Road,No,No,17_to_25,Weekend,Night
20182112,Vic,3-1-2018 3:00,Friday,Single,No,No,No,100,Driver,Male,19,Inner Regional Australia,Wellington,Local Road,No,No,17_to_25,Weekday,Night
20185069,WA,3-1-2018 4:00,Saturday,Single,No,No,No,100,Driver,Male,22,Major Cities of Australia,Kwinana,National or State Highway,No,No,17_to_25,Weekend,Night
20183122,Qld,3-1-2018 5:00,Monday,Multiple,No,No,No,70,Driver,Male,21,Major Cities of Australia,Redland,Sub-Arterial Road,No,No,17_to_25,Weekend,Night
20182162,Vic,3-1-2018 5:00,Saturday,Single,No,No,No,60,Driver,Male,26,Major Cities of Australia,Greater Geelong,Collector Road,No,No,26_to_39,Weekend,Night
20184066,SA,3-1-2018 6:00,Wednesday,Multiple,No,No,Yes,110,Driver,Male,42,Inner Regional Australia,Wakefield,National or State Highway,No,No,40_to_64,Weekday,Day
20183106,Qld,3-1-2018 6:00,Monday,Single,No,No,Yes,100,Driver,Male,27,Very Remote Australia,Etheridge,Sub-Arterial Road,No,No,26_to_39,Weekday,Day
20185059,WA,3-1-2018 6:00,Friday,Single,No,No,No,60,Pedestrian,Female,3,Major Cities of Australia,Gosnells,National or State Highway,No,No,0_to_16,Weekday,Day
20182089,Vic,3-1-2018 6:00,Tuesday,Multiple,No,No,No,100,Driver,Male,26,Inner Regional Australia,Campaspe,Arterial Road,No,No,26_to_39,Weekday,Day
20182057,Vic,3-1-2018 6:00,Monday,Single,No,No,No,100,Passenger,Male,20,Outer Regional Australia,Swan Hill,Local Road,No,No,17_to_25,Weekday,Day
20183058,Qld,3-1-2018 7:00,Friday,Single,No,No,No,100,Driver,Male,43,Remote Australia,Charters Towers,National or State Highway,No,Yes,40_to_64,Weekday,Day
20181229,NSW & ACT,3-1-2018 7:00,Tuesday,Multiple,No,Yes,No,50,Pedal cyclist,Male,29,Major Cities of Australia,Sydney,Collector Road,No,No,26_to_39,Weekday,Day
20182067,Vic,3-1-2018 7:00,Friday,Multiple,No,Yes,No,60,Passenger,Female,19,Major Cities of Australia,Frankston,Local Road,No,No,17_to_25,Weekday,Day
20186014,Tas,3-1-2018 7:00,Saturday,Multiple,No,No,No,100,Motorcycle rider,Male,21,Outer Regional Australia,Meander Valley,Arterial Road,No,Yes,17_to_25,Weekend,Day
20183181,Qld,3-1-2018 8:00,Thursday,Multiple,No,No,Yes,100,Driver,Male,56,Very Remote Australia,Cloncurry,National or State Highway,No,Yes,40_to_64,Weekday,Day
20183030,Qld,3-1-2018 8:00,Monday,Multiple,No,Yes,No,100,Driver,Male,63,Outer Regional Australia,Whitsunday,National or State Highway,No,No,40_to_64,Weekday,Day
20183030,Qld,3-1-2018 8:00,Monday,Multiple,No,Yes,No,100,Passenger,Female,63,Outer Regional Australia,Whitsunday,National or State Highway,No,No,40_to_64,Weekday,Day
20181074,NSW & ACT,3-1-2018 8:00,Friday,Single,No,No,No,50,Pedestrian,Male,55,Major Cities of Australia,Lake Macquarie,Local Road,No,No,40_to_64,Weekday,Day
