National LGA Name 2021,Year,Fatalities,Population,Fatality Rate
Livingstone,2020,4,40905,9.778755653
Livingstone,2021,2,40905,4.889377827
Livingstone,2022,6,40905,14.66813348
Lockhart,2016,1,3370,29.6735905
Lockhart,2021,2,3370,59.34718101
Lockhart River,2020,1,656,152.4390244
Lockyer Valley,2018,5,42625,11.73020528
Lockyer Valley,2019,4,42625,9.384164223
Lockyer Valley,2020,3,42625,7.038123167
Lockyer Valley,2021,2,42625,4.692082111
Lockyer Valley,2022,3,42625,7.038123167
Loddon,2015,2,7748,25.81311306
Loddon,2016,2,7748,25.81311306
Loddon,2017,1,7748,12.90655653
Loddon,2018,1,7748,12.90655653
Loddon,2019,4,7748,51.62622612
Loddon,2020,1,7748,12.90655653
Loddon,2021,3,7748,38.71966959
Loddon,2022,2,7748,25.81311306
Logan,2018,15,363057,4.131582644
Logan,2019,4,363057,1.101755372
Logan,2020,16,363057,4.407021487
Logan,2021,16,363057,4.407021487
Logan,2022,18,363057,4.957899173
Longreach,2019,1,3721,26.8744961
Longreach,2020,1,3721,26.8744961
Longreach,2022,2,3721,53.74899221
Lower Eyre Peninsula,2015,1,6099,16.39613051
Lower Eyre Peninsula,2019,1,6099,16.39613051
Lower Eyre Peninsula,2020,1,6099,16.39613051
Lower Eyre Peninsula,2022,1,6099,16.39613051
Loxton Waikerie,2015,4,11927,33.53735223
Loxton Waikerie,2016,2,11927,16.76867611
Loxton Waikerie,2017,2,11927,16.76867611
Loxton Waikerie,2018,4,11927,33.53735223
Loxton Waikerie,2019,2,11927,16.76867611
Loxton Waikerie,2020,2,11927,16.76867611
Loxton Waikerie,2021,2,11927,16.76867611
MacDonnell,2015,1,6629,15.08523156
MacDonnell,2016,4,6629,60.34092623
MacDonnell,2017,3,6629,45.25569467
MacDonnell,2018,3,6629,45.25569467
MacDonnell,2019,2,6629,30.17046312
MacDonnell,2020,2,6629,30.17046312
MacDonnell,2021,11,6629,165.9375471
MacDonnell,2022,4,6629,60.34092623
Macedon Ranges,2015,7,52179,13.41535867
Macedon Ranges,2016,2,52179,3.83295962
Macedon Ranges,2017,4,52179,7.66591924
Macedon Ranges,2018,1,52179,1.91647981
Macedon Ranges,2019,7,52179,13.41535867
Macedon Ranges,2020,1,52179,1.91647981
Macedon Ranges,2021,4,52179,7.66591924
Macedon Ranges,2022,3,52179,5.74943943
Mackay,2018,4,124963,3.20094748
Mackay,2019,7,124963,5.601658091
Mackay,2020,7,124963,5.601658091
Mackay,2021,4,124963,3.20094748
Mackay,2022,13,124963,10.40307931
Maitland,2015,3,93616,3.204580414
Maitland,2016,2,93616,2.136386942
Maitland,2017,2,93616,2.136386942
Maitland,2018,1,93616,1.068193471
Maitland,2019,3,93616,3.204580414
Maitland,2020,2,93616,2.136386942
Maitland,2021,1,93616,1.068193471
Maitland,2022,4,93616,4.272773885
Mandurah,2015,2,95568,2.092750712
Mandurah,2016,4,95568,4.185501423
Mandurah,2017,2,95568,2.092750712
Mandurah,2018,1,95568,1.046375356
Mandurah,2019,3,95568,3.139126067
Mandurah,2020,3,95568,3.139126067
Mandurah,2021,2,95568,2.092750712
Manjimup,2015,2,9410,21.25398512
Manjimup,2016,2,9410,21.25398512
Manjimup,2018,2,9410,21.25398512
Manjimup,2019,1,9410,10.62699256
Manjimup,2020,3,9410,31.88097768
Manjimup,2021,1,9410,10.62699256
Manningham,2016,3,126491,2.37171024
Manningham,2017,2,126491,1.58114016
Manningham,2018,3,126491,2.37171024
Manningham,2019,2,126491,1.58114016
Manningham,2022,3,126491,2.37171024
Mansfield,2015,1,10335,9.675858732
Mansfield,2016,4,10335,38.70343493
Mansfield,2017,2,10335,19.35171746
Mansfield,2018,1,10335,9.675858732
Mansfield,2019,1,10335,9.675858732
Mansfield,2020,1,10335,9.675858732
Mansfield,2022,2,10335,19.35171746
Maranoa,2018,3,13100,22.90076336
Maranoa,2019,2,13100,15.26717557
Maranoa,2021,4,13100,30.53435115
Maranoa,2022,3,13100,22.90076336
Mareeba,2018,3,23367,12.83861856
Mareeba,2019,4,23367,17.11815809
Mareeba,2020,7,23367,29.95677665
Mareeba,2021,5,23367,21.39769761
Mareeba,2022,6,23367,25.67723713
Maribyrnong,2015,4,87526,4.570070608
Maribyrnong,2016,1,87526,1.142517652
Maribyrnong,2017,6,87526,6.855105911
Maribyrnong,2018,3,87526,3.427552956
Maribyrnong,2019,2,87526,2.285035304
Maribyrnong,2020,2,87526,2.285035304
Maribyrnong,2022,2,87526,2.285035304
Marion,2015,1,96659,1.03456481
Marion,2016,3,96659,3.103694431
Marion,2017,2,96659,2.069129621
Marion,2018,1,96659,1.03456481
Marion,2019,3,96659,3.103694431
Marion,2020,3,96659,3.103694431
Marion,2021,2,96659,2.069129621
Maroondah,2015,2,115689,1.728772831
Maroondah,2016,2,115689,1.728772831
Maroondah,2017,1,115689,0.8643864153
Maroondah,2018,3,115689,2.593159246
Maroondah,2019,4,115689,3.457545661
Maroondah,2020,1,115689,0.8643864153
Maroondah,2021,2,115689,1.728772831
Maroondah,2022,1,115689,0.8643864153
McKinlay,2019,2,846,236.4066194
McKinlay,2021,1,846,118.2033097
Meander Valley,2015,2,21356,9.365049635
Meander Valley,2016,3,21356,14.04757445
Meander Valley,2017,3,21356,14.04757445
Meander Valley,2018,3,21356,14.04757445
Meander Valley,2020,4,21356,18.73009927
Meander Valley,2021,2,21356,9.365049635
Meander Valley,2022,2,21356,9.365049635
Meekatharra,2016,1,1293,77.33952049
Meekatharra,2018,1,1293,77.33952049
Meekatharra,2020,2,1293,154.679041
Meekatharra,2021,2,1293,154.679041
Melbourne,2015,4,159993,2.50010938
Melbourne,2016,3,159993,1.875082035
Melbourne,2017,4,159993,2.50010938
Melbourne,2018,3,159993,1.875082035
Melbourne,2019,2,159993,1.25005469
Melbourne,2020,3,159993,1.875082035
Melbourne,2021,6,159993,3.75016407
Melbourne,2022,2,159993,1.25005469
Melton,2015,6,193155,3.106313582
Melton,2016,3,193155,1.553156791
Melton,2017,4,193155,2.070875722
Melton,2018,6,193155,3.106313582
Melton,2019,4,193155,2.070875722
Melton,2020,1,193155,0.5177189304
Melton,2021,8,193155,4.141751443
Melton,2022,4,193155,2.070875722
Melville,2015,2,107329,1.863429269
Melville,2017,2,107329,1.863429269
Melville,2018,1,107329,0.9317146344
Melville,2020,1,107329,0.9317146344
Melville,2021,1,107329,0.9317146344
Menzies,2019,1,571,175.1313485
Menzies,2020,1,571,175.1313485
Merredin,2017,2,3232,61.88118812
Mid Murray,2015,4,9416,42.4808836
Mid Murray,2016,2,9416,21.2404418
Mid Murray,2019,6,9416,63.7213254
Mid Murray,2020,1,9416,10.6202209
Mid Murray,2021,3,9416,31.8606627
Mid Murray,2022,1,9416,10.6202209
Mid-Coast,2015,7,97237,7.198905766
Mid-Coast,2016,12,97237,12.34098131
Mid-Coast,2017,15,97237,15.42622664
Mid-Coast,2018,7,97237,7.198905766
Mid-Coast,2019,10,97237,10.28415109
Mid-Coast,2020,3,97237,3.085245328
Mid-Coast,2021,7,97237,7.198905766
Mid-Coast,2022,8,97237,8.227320876
Mid-Western,2015,3,25795,11.63016088
Mid-Western,2016,7,25795,27.13704206
Mid-Western,2017,1,25795,3.876720295
Mid-Western,2018,4,25795,15.50688118
Mid-Western,2019,5,25795,19.38360147
Mid-Western,2020,3,25795,11.63016088
Mid-Western,2021,3,25795,11.63016088
Mid-Western,2022,4,25795,15.50688118
Mildura,2015,4,57216,6.991051454
Mildura,2016,3,57216,5.243288591
Mildura,2017,1,57216,1.747762864
Mildura,2018,2,57216,3.495525727
Mildura,2019,7,57216,12.23434004
Mildura,2020,3,57216,5.243288591
Mildura,2021,2,57216,3.495525727
Mildura,2022,5,57216,8.738814318
Mingenew,2017,1,423,236.4066194
Mitcham,2015,2,68363,2.925559147
Mitcham,2016,2,68363,2.925559147
Mitcham,2017,2,68363,2.925559147
Mitcham,2019,1,68363,1.462779574
Mitcham,2021,4,68363,5.851118295
Mitchell,2015,8,51654,15.48766794
Mitchell,2016,4,51654,7.743833972
Mitchell,2017,5,51654,9.679792465
Mitchell,2018,1,51654,1.935958493
Mitchell,2019,2,51654,3.871916986
Mitchell,2020,4,51654,7.743833972
Mitchell,2021,7,51654,13.55170945
Mitchell,2022,5,51654,9.679792465
Moira,2015,6,30571,19.62644336
Moira,2016,4,30571,13.08429557
Moira,2017,8,30571,26.16859115
Moira,2018,3,30571,9.813221681
Moira,2019,4,30571,13.08429557
Moira,2020,4,30571,13.08429557
Moira,2021,3,30571,9.813221681
Moira,2022,5,30571,16.35536947
Monash,2015,3,194877,1.539432565
Monash,2016,6,194877,3.07886513
Monash,2017,6,194877,3.07886513
Monash,2018,4,194877,2.052576754
Monash,2019,10,194877,5.131441884
Monash,2020,5,194877,2.565720942
Monash,2021,5,194877,2.565720942
Monash,2022,4,194877,2.052576754
Moonee Valley,2015,2,123038,1.625514069
Moonee Valley,2016,5,123038,4.063785172
Moonee Valley,2017,1,123038,0.8127570344
Moonee Valley,2018,4,123038,3.251028138
Moonee Valley,2020,1,123038,0.8127570344
Moonee Valley,2021,2,123038,1.625514069
Moonee Valley,2022,1,123038,0.8127570344
Moora,2017,1,2376,42.08754209
Moora,2018,1,2376,42.08754209
Moora,2021,1,2376,42.08754209
Moorabool,2015,2,38506,5.193995741
Moorabool,2016,6,38506,15.58198722
Moorabool,2017,6,38506,15.58198722
Moorabool,2018,1,38506,2.59699787
Moorabool,2019,7,38506,18.17898509
Moorabool,2020,3,38506,7.790993611
Moorabool,2021,2,38506,5.193995741
Moorabool,2022,2,38506,5.193995741
Morawa,2017,1,668,149.7005988
Moree Plains,2015,1,12869,7.770611547
Moree Plains,2016,2,12869,15.54122309
Moree Plains,2017,5,12869,38.85305774
Moree Plains,2018,2,12869,15.54122309
Moree Plains,2019,1,12869,7.770611547
Moreland,2015,3,174735,1.71688557
Moreland,2016,6,174735,3.433771139
Moreland,2018,3,174735,1.71688557
Moreland,2019,3,174735,1.71688557
Moreland,2022,5,174735,2.861475949
Moreton Bay,2018,11,496777,2.214273205
Moreton Bay,2019,12,496777,2.415570769
Moreton Bay,2020,20,496777,4.025951282
Moreton Bay,2021,22,496777,4.42854641
Moreton Bay,2022,17,496777,3.42205859
Mornington,2018,1,1065,93.89671362
Mornington,2020,1,1065,93.89671362
Mornington Peninsula,2015,8,169663,4.715229602
Mornington Peninsula,2016,10,169663,5.894037003
Mornington Peninsula,2017,4,169663,2.357614801
Mornington Peninsula,2018,2,169663,1.178807401
Mornington Peninsula,2019,12,169663,7.072844403
Mornington Peninsula,2020,9,169663,5.304633302
Mornington Peninsula,2021,9,169663,5.304633302
Mornington Peninsula,2022,4,169663,2.357614801
Mosman,2022,1,28123,3.555808413
Mosman Park,2017,1,9605,10.41124414
Mount Alexander,2015,2,20317,9.843973028
Mount Alexander,2017,2,20317,9.843973028
Mount Alexander,2018,3,20317,14.76595954
Mount Alexander,2019,2,20317,9.843973028
Mount Alexander,2020,7,20317,34.4539056
Mount Alexander,2021,2,20317,9.843973028
Mount Alexander,2022,1,20317,4.921986514
Mount Barker,2015,2,41089,4.867482781
Mount Barker,2016,1,41089,2.433741391
Mount Barker,2017,1,41089,2.433741391
Mount Barker,2019,2,41089,4.867482781
Mount Barker,2020,4,41089,9.734965563
Mount Barker,2021,3,41089,7.301224172
Mount Barker,2022,3,41089,7.301224172
Mount Gambier,2019,2,27749,7.207466936
Mount Isa,2018,1,19047,5.250170631
Mount Isa,2019,2,19047,10.50034126
Mount Isa,2020,3,19047,15.75051189
Mount Isa,2022,1,19047,5.250170631
Mount Magnet,2016,2,701,285.3067047
Mount Magnet,2021,1,701,142.6533524
Mount Marshall,2019,1,463,215.9827214
Mount Marshall,2021,1,463,215.9827214
Mount Remarkable,2017,1,2912,34.34065934
Mount Remarkable,2018,2,2912,68.68131868
Mount Remarkable,2020,1,2912,34.34065934
Mount Remarkable,2021,2,2912,68.68131868
Mount Remarkable,2022,1,2912,34.34065934
Moyne,2015,2,17470,11.44819691
Moyne,2016,1,17470,5.724098454
Moyne,2017,2,17470,11.44819691
Moyne,2018,1,17470,5.724098454
Moyne,2019,1,17470,5.724098454
Moyne,2020,2,17470,11.44819691
Moyne,2021,3,17470,17.17229536
Mundaring,2015,1,40498,2.469257741
Mundaring,2016,4,40498,9.877030964
Mundaring,2017,1,40498,2.469257741
Mundaring,2018,4,40498,9.877030964
Mundaring,2019,4,40498,9.877030964
Mundaring,2020,3,40498,7.407773223
Mundaring,2021,1,40498,2.469257741
Murray,2015,2,19110,10.46572475
Murray,2016,2,19110,10.46572475
Murray,2017,2,19110,10.46572475
Murray,2018,3,19110,15.69858713
Murray,2019,4,19110,20.9314495
Murray,2020,4,19110,20.9314495
Murray,2021,4,19110,20.9314495
Murray Bridge,2015,2,22538,8.873901855
Murray Bridge,2016,4,22538,17.74780371
Murray Bridge,2017,2,22538,8.873901855
Murray Bridge,2018,1,22538,4.436950927
Murray Bridge,2019,3,22538,13.31085278
Murray Bridge,2020,3,22538,13.31085278
Murray Bridge,2021,3,22538,13.31085278
Murray Bridge,2022,1,22538,4.436950927
Murray River,2016,2,13016,15.36570375
Murray River,2018,3,13016,23.04855562
Murray River,2021,2,13016,15.36570375
Murray River,2022,1,13016,7.682851875
Murrindindi,2015,8,15348,52.12405525
Murrindindi,2016,5,15348,32.57753453
Murrindindi,2017,5,15348,32.57753453
Murrindindi,2018,4,15348,26.06202763
Murrindindi,2019,4,15348,26.06202763
Murrindindi,2020,2,15348,13.03101381
Murrindindi,2021,2,15348,13.03101381
Murrindindi,2022,8,15348,52.12405525
Murrumbidgee,2017,3,3566,84.12787437
Murrumbidgee,2018,1,3566,28.04262479
Murrumbidgee,2019,2,3566,56.08524958
Muswellbrook,2015,2,16540,12.09189843
Muswellbrook,2016,1,16540,6.045949214
Muswellbrook,2017,5,16540,30.22974607
Muswellbrook,2018,6,16540,36.27569528
Muswellbrook,2019,1,16540,6.045949214
Muswellbrook,2020,2,16540,12.09189843
Muswellbrook,2021,4,16540,24.18379686
Muswellbrook,2022,3,16540,18.13784764
Nambucca Valley,2015,9,20610,43.66812227
Nambucca Valley,2016,1,20610,4.852013586
Nambucca Valley,2017,2,20610,9.704027171
Nambucca Valley,2018,2,20610,9.704027171
Nambucca Valley,2019,5,20610,24.26006793
Nambucca Valley,2022,1,20610,4.852013586
Nannup,2016,1,1592,62.81407035
Nannup,2017,1,1592,62.81407035
Nannup,2018,1,1592,62.81407035
Nannup,2020,1,1592,62.81407035
Naracoorte Lucindale,2016,2,8917,22.42906807
Naracoorte Lucindale,2017,1,8917,11.21453404
Naracoorte Lucindale,2018,5,8917,56.07267018
Naracoorte Lucindale,2019,3,8917,33.64360211
Naracoorte Lucindale,2021,1,8917,11.21453404
Naracoorte Lucindale,2022,2,8917,22.42906807
Narrabri,2015,2,12721,15.72203443
Narrabri,2016,2,12721,15.72203443
Narrabri,2017,3,12721,23.58305165
Narrabri,2018,4,12721,31.44406886
Narrabri,2019,3,12721,23.58305165
Narrabri,2020,2,12721,15.72203443
Narrabri,2021,3,12721,23.58305165
Narrabri,2022,4,12721,31.44406886
Narrandera,2015,1,5721,17.47946163
Narrandera,2017,3,5721,52.4383849
Narrandera,2018,1,5721,17.47946163
Narrandera,2019,1,5721,17.47946163
Narrandera,2020,2,5721,34.95892327
Narrandera,2021,1,5721,17.47946163
Narrogin,2016,1,4956,20.17756255
Narrogin,2017,1,4956,20.17756255
Narromine,2015,3,6430,46.6562986
Narromine,2016,7,6430,108.8646967
Narromine,2017,4,6430,62.20839813
Narromine,2018,1,6430,15.55209953
Narromine,2020,2,6430,31.10419907
Narromine,2021,1,6430,15.55209953
Narromine,2022,1,6430,15.55209953
Nedlands,2017,2,22973,8.705872111
Nedlands,2019,1,22973,4.352936055
Newcastle,2015,5,171528,2.914975981
Newcastle,2016,10,171528,5.829951961
Newcastle,2017,4,171528,2.331980784
Newcastle,2018,3,171528,1.748985588
Newcastle,2019,7,171528,4.080966373
Newcastle,2020,3,171528,1.748985588
Newcastle,2021,1,171528,0.5829951961
Newcastle,2022,2,171528,1.165990392
Ngaanyatjarraku,2020,1,1477,67.70480704
Nillumbik,2015,2,63041,3.172538507
Nillumbik,2016,5,63041,7.931346267
Nillumbik,2018,3,63041,4.75880776
Nillumbik,2019,1,63041,1.586269253
Nillumbik,2020,3,63041,4.75880776
Nillumbik,2021,2,63041,3.172538507
Nillumbik,2022,1,63041,1.586269253
Noosa,2018,3,57329,5.232953653
Noosa,2019,5,57329,8.721589422
Noosa,2020,2,57329,3.488635769
Noosa,2021,2,57329,3.488635769
Noosa,2022,4,57329,6.977271538
North Burnett,2018,6,10216,58.73140172
North Burnett,2019,2,10216,19.57713391
North Burnett,2020,3,10216,29.36570086
North Burnett,2021,4,10216,39.15426782
North Burnett,2022,1,10216,9.788566954
North Sydney,2015,3,69341,4.326444672
North Sydney,2017,1,69341,1.442148224
North Sydney,2019,2,69341,2.884296448
North Sydney,2020,2,69341,2.884296448
North Sydney,2021,1,69341,1.442148224
North Sydney,2022,1,69341,1.442148224
Northam,2015,6,11934,50.27652086
Northam,2016,2,11934,16.75884029
Northam,2017,1,11934,8.379420144
Northam,2018,5,11934,41.89710072
Northam,2019,3,11934,25.13826043
Northam,2020,1,11934,8.379420144
Northam,2021,1,11934,8.379420144
Northampton,2015,3,3341,89.79347501
Northampton,2016,1,3341,29.93115834
Northampton,2018,1,3341,29.93115834
Northampton,2020,2,3341,59.86231667
Northern Areas,2021,1,4663,21.4454214
Northern Beaches,2015,2,263298,0.7595955913
Northern Beaches,2016,7,263298,2.65858457
Northern Beaches,2017,3,263298,1.139393387
Northern Beaches,2018,1,263298,0.3797977957
Northern Beaches,2019,4,263298,1.519191183
Northern Beaches,2020,4,263298,1.519191183
Northern Beaches,2021,4,263298,1.519191183
Northern Beaches,2022,3,263298,1.139393387
Northern Grampians,2015,1,11875,8.421052632
Northern Grampians,2016,2,11875,16.84210526
Northern Grampians,2017,2,11875,16.84210526
Northern Grampians,2018,3,11875,25.26315789
Northern Grampians,2019,1,11875,8.421052632
Northern Grampians,2020,4,11875,33.68421053
Northern Grampians,2021,2,11875,16.84210526
Northern Grampians,2022,3,11875,25.26315789
Northern Midlands,2015,1,14138,7.073136229
Northern Midlands,2016,2,14138,14.14627246
Northern Midlands,2017,3,14138,21.21940869
Northern Midlands,2019,1,14138,7.073136229
Northern Midlands,2020,3,14138,21.21940869
Northern Midlands,2021,3,14138,21.21940869
Northern Midlands,2022,4,14138,28.29254491
Northern Peninsula Area,2019,1,2890,34.60207612
Northern Peninsula Area,2020,1,2890,34.60207612
Northern Peninsula Area,2022,1,2890,34.60207612
Norwood Payneham and St Peters,2015,2,38005,5.262465465
Norwood Payneham and St Peters,2017,1,38005,2.631232733
Norwood Payneham and St Peters,2019,1,38005,2.631232733
Norwood Payneham and St Peters,2020,1,38005,2.631232733
Norwood Payneham and St Peters,2021,1,38005,2.631232733
Nungarin,2021,2,261,766.2835249
Oberon,2015,1,5597,17.86671431
Oberon,2016,2,5597,35.73342862
Oberon,2018,1,5597,17.86671431
Oberon,2019,2,5597,35.73342862
Onkaparinga,2015,4,178550,2.240268832
Onkaparinga,2016,7,178550,3.920470456
Onkaparinga,2017,5,178550,2.80033604
Onkaparinga,2018,3,178550,1.680201624
Onkaparinga,2019,5,178550,2.80033604
Onkaparinga,2020,2,178550,1.120134416
Onkaparinga,2021,5,178550,2.80033604
Onkaparinga,2022,3,178550,1.680201624
Orange,2015,2,43963,4.549280076
Orange,2016,3,43963,6.823920115
Orange,2017,2,43963,4.549280076
Orange,2018,1,43963,2.274640038
Orange,2019,1,43963,2.274640038
Orange,2021,1,43963,2.274640038
Orange,2022,1,43963,2.274640038
Orroroo Carrieton,2015,1,890,112.3595506
Orroroo Carrieton,2022,1,890,112.3595506
Palmerston,2015,2,40471,4.941810185
Palmerston,2016,1,40471,2.470905093
Palmerston,2017,2,40471,4.941810185
Palmerston,2018,1,40471,2.470905093
Palmerston,2019,1,40471,2.470905093
Palmerston,2020,2,40471,4.941810185
Palmerston,2021,1,40471,2.470905093
Palmerston,2022,2,40471,4.941810185
Parkes,2015,1,14347,6.970098278
Parkes,2016,2,14347,13.94019656
Parkes,2017,3,14347,20.91029484
Parkes,2018,1,14347,6.970098278
Parkes,2019,2,14347,13.94019656
Parkes,2020,3,14347,20.91029484
Parkes,2022,1,14347,6.970098278
Parramatta,2015,7,260379,2.688388849
Parramatta,2016,7,260379,2.688388849
Parramatta,2017,7,260379,2.688388849
Parramatta,2018,4,260379,1.536222199
Parramatta,2019,9,260379,3.456499948
Parramatta,2020,8,260379,3.072444398
Parramatta,2021,3,260379,1.152166649
Parramatta,2022,2,260379,0.7681110996
Penrith,2015,8,220908,3.62141706
Penrith,2016,7,220908,3.168739928
Penrith,2017,7,220908,3.168739928
Penrith,2018,7,220908,3.168739928
Penrith,2019,1,220908,0.4526771326
Penrith,2020,6,220908,2.716062795
Penrith,2021,5,220908,2.263385663
Penrith,2022,8,220908,3.62141706
Perenjori,2017,1,652,153.3742331
Perenjori,2021,1,652,153.3742331
Perth,2015,1,30466,3.282347535
Perth,2017,2,30466,6.56469507
Perth,2018,1,30466,3.282347535
Perth,2019,3,30466,9.847042605
Perth,2020,1,30466,3.282347535
Perth,2021,1,30466,3.282347535
Pingelly,2015,1,1067,93.72071228
Pingelly,2017,1,1067,93.72071228
Pingelly,2020,1,1067,93.72071228
Plantagenet,2016,6,5586,107.4113856
Plantagenet,2017,1,5586,17.9018976
Plantagenet,2018,1,5586,17.9018976
Plantagenet,2019,3,5586,53.7056928
Plantagenet,2020,4,5586,71.6075904
Plantagenet,2021,3,5586,53.7056928
Playford,2015,6,103414,5.80192237
Playford,2016,6,103414,5.80192237
Playford,2017,5,103414,4.834935309
Playford,2018,3,103414,2.900961185
Playford,2019,7,103414,6.768909432
Playford,2020,3,103414,2.900961185
Playford,2021,1,103414,0.9669870617
Playford,2022,4,103414,3.867948247
Pormpuraaw,2018,1,637,156.9858713
Port Adelaide Enfield,2015,1,135806,0.7363444914
Port Adelaide Enfield,2016,2,135806,1.472688983
Port Adelaide Enfield,2017,4,135806,2.945377966
Port Adelaide Enfield,2018,1,135806,0.7363444914
Port Adelaide Enfield,2019,5,135806,3.681722457
Port Adelaide Enfield,2020,1,135806,0.7363444914
Port Adelaide Enfield,2021,4,135806,2.945377966
Port Adelaide Enfield,2022,1,135806,0.7363444914
Port Augusta,2016,2,14451,13.83987267
Port Augusta,2018,3,14451,20.75980901
Port Augusta,2019,3,14451,20.75980901
Port Augusta,2020,3,14451,20.75980901
Port Augusta,2021,3,14451,20.75980901
Port Augusta,2022,2,14451,13.83987267
Port Hedland,2015,5,17015,29.38583603
Port Hedland,2016,1,17015,5.877167205
Port Hedland,2017,2,17015,11.75433441
Port Hedland,2019,3,17015,17.63150162
Port Hedland,2020,2,17015,11.75433441
Port Hedland,2021,4,17015,23.50866882
Port Lincoln,2015,1,14956,6.686279754
Port Lincoln,2022,1,14956,6.686279754
Port Macquarie-Hastings,2015,4,88311,4.529447068
Port Macquarie-Hastings,2016,7,88311,7.926532369
Port Macquarie-Hastings,2017,8,88311,9.058894135
Port Macquarie-Hastings,2018,5,88311,5.661808835
Port Macquarie-Hastings,2019,2,88311,2.264723534
Port Macquarie-Hastings,2020,2,88311,2.264723534
Port Macquarie-Hastings,2021,9,88311,10.1912559
Port Macquarie-Hastings,2022,1,88311,1.132361767
Port Phillip,2015,3,103990,2.884892778
Port Phillip,2017,2,103990,1.923261852
Port Phillip,2019,1,103990,0.9616309261
Port Phillip,2020,2,103990,1.923261852
Port Phillip,2022,5,103990,4.80815463
Port Pirie,2016,6,17621,34.05028091
Port Pirie,2017,2,17621,11.35009364
Port Pirie,2018,1,17621,5.675046819
Port Pirie,2019,2,17621,11.35009364
Port Pirie,2020,2,17621,11.35009364
Port Pirie,2021,1,17621,5.675046819
Port Pirie,2022,2,17621,11.35009364
Port Stephens,2015,3,76672,3.912771285
Port Stephens,2016,10,76672,13.04257095
Port Stephens,2017,4,76672,5.217028381
Port Stephens,2018,8,76672,10.43405676
Port Stephens,2019,9,76672,11.73831386
Port Stephens,2020,5,76672,6.521285476
Port Stephens,2021,4,76672,5.217028381
Port Stephens,2022,2,76672,2.60851419
Prospect,2017,1,22744,4.396763982
Prospect,2019,2,22744,8.793527963
Prospect,2021,1,22744,4.396763982
Prospect,2022,1,22744,4.396763982
Pyrenees,2016,1,7651,13.0701869
Pyrenees,2017,6,7651,78.42112142
Pyrenees,2018,5,7651,65.35093452
Pyrenees,2019,2,7651,26.14037381
Pyrenees,2020,1,7651,13.0701869
Pyrenees,2021,2,7651,26.14037381
Pyrenees,2022,1,7651,13.0701869
Quairading,2016,3,982,305.4989817
Quairading,2018,1,982,101.8329939
Quairading,2020,1,982,101.8329939
Queanbeyan-Palerang,2015,3,64233,4.670496474
Queanbeyan-Palerang,2016,2,64233,3.113664316
Queanbeyan-Palerang,2017,1,64233,1.556832158
Queanbeyan-Palerang,2018,2,64233,3.113664316
Queanbeyan-Palerang,2019,5,64233,7.78416079
Queanbeyan-Palerang,2021,4,64233,6.227328632
Queanbeyan-Palerang,2022,4,64233,6.227328632
Quilpie,2019,1,703,142.2475107
Quilpie,2021,1,703,142.2475107
Randwick,2015,3,135686,2.210987132
Randwick,2017,4,135686,2.947982843
Randwick,2018,1,135686,0.7369957107
Randwick,2019,4,135686,2.947982843
Randwick,2020,3,135686,2.210987132
Ravensthorpe,2016,1,2200,45.45454545
Ravensthorpe,2017,1,2200,45.45454545
Ravensthorpe,2021,1,2200,45.45454545
Redland,2018,2,163732,1.221508318
Redland,2019,2,163732,1.221508318
Redland,2020,2,163732,1.221508318
Redland,2021,9,163732,5.496787433
Redland,2022,2,163732,1.221508318
Renmark Paringa,2020,3,10035,29.89536622
Renmark Paringa,2021,2,10035,19.93024415
Richmond Valley,2015,6,23702,25.31431947
Richmond Valley,2016,3,23702,12.65715973
Richmond Valley,2018,5,23702,21.09526622
Richmond Valley,2019,3,23702,12.65715973
Richmond Valley,2020,4,23702,16.87621298
Richmond Valley,2021,3,23702,12.65715973
Richmond Valley,2022,1,23702,4.219053244
Robe,2015,1,1588,62.97229219
Robe,2021,1,1588,62.97229219
Rockhampton,2018,6,83604,7.176690111
Rockhampton,2019,5,83604,5.980575092
Rockhampton,2020,3,83604,3.588345055
Rockhampton,2021,5,83604,5.980575092
Rockhampton,2022,4,83604,4.784460074
Rockingham,2015,4,143653,2.784487619
Rockingham,2016,3,143653,2.088365715
Rockingham,2017,5,143653,3.480609524
Rockingham,2018,5,143653,3.480609524
Rockingham,2019,2,143653,1.39224381
Rockingham,2020,8,143653,5.568975239
Rockingham,2021,2,143653,1.39224381
Roper Gulf,2015,4,7477,53.497392
Roper Gulf,2016,7,7477,93.620436
Roper Gulf,2017,1,7477,13.374348
Roper Gulf,2018,6,7477,80.246088
Roper Gulf,2019,3,7477,40.123044
Roper Gulf,2020,4,7477,53.497392
Roper Gulf,2022,6,7477,80.246088
Ryde,2015,1,131122,0.7626485258
Ryde,2016,4,131122,3.050594103
Ryde,2017,4,131122,3.050594103
Ryde,2018,1,131122,0.7626485258
Ryde,2019,2,131122,1.525297052
Ryde,2020,2,131122,1.525297052
Ryde,2021,1,131122,0.7626485258
Salisbury,2015,2,147932,1.351972528
Salisbury,2016,4,147932,2.703945056
Salisbury,2017,9,147932,6.083876376
Salisbury,2018,4,147932,2.703945056
Salisbury,2019,6,147932,4.055917584
Salisbury,2020,7,147932,4.731903848
Salisbury,2021,2,147932,1.351972528
Salisbury,2022,9,147932,6.083876376
Sandstone,2015,2,119,1680.672269
Scenic Rim,2018,7,44333,15.7895924
